ID	speed	period	warning	pair
1231	35	pre	no	4
1232	35	pre	no	4
1233	35	pre	no	4
1234	35	pre	no	4
1235	35	pre	no	4
1236	35	pre	no	4
1237	35	pre	no	4
1238	36	pre	no	4
1239	36	pre	no	4
1240	36	pre	no	4
1241	36	pre	no	4
1242	36	pre	no	4
1243	37	pre	no	4
1244	37	pre	no	4
1245	37	pre	no	4
1246	37	pre	no	4
1247	37	pre	no	4
1248	37	pre	no	4
1249	37	pre	no	4
1250	37	pre	no	4
1251	38	pre	no	4
1252	38	pre	no	4
1253	38	pre	no	4
1254	38	pre	no	4
1255	38	pre	no	4
1256	38	pre	no	4
1257	39	pre	no	4
1258	39	pre	no	4
1259	39	pre	no	4
1260	39	pre	no	4
1261	39	pre	no	4
1262	40	pre	no	4
1263	40	pre	no	4
1264	40	pre	no	4
1265	40	pre	no	4
1266	40	pre	no	4
1267	40	pre	no	4
1268	41	pre	no	4
1269	41	pre	no	4
1270	41	pre	no	4
1271	41	pre	no	4
1272	41	pre	no	4
1273	41	pre	no	4
1274	41	pre	no	4
1275	41	pre	no	4
1276	42	pre	no	4
1277	42	pre	no	4
1278	42	pre	no	4
1279	42	pre	no	4
1280	43	pre	no	4
1281	43	pre	no	4
1282	43	pre	no	4
1283	43	pre	no	4
1284	43	pre	no	4
1285	44	pre	no	4
1286	44	pre	no	4
1287	44	pre	no	4
1288	44	pre	no	4
1289	45	pre	no	4
1290	45	pre	no	4
1291	45	pre	no	4
1292	46	pre	no	4
1293	47	pre	no	4
1294	47	pre	no	4
1295	48	pre	no	4
1296	48	pre	no	4
1297	50	pre	no	4
1298	50	pre	no	4
1299	52	pre	no	4
1300	55	pre	no	4
1301	22	after	no	4
1302	25	after	no	4
1303	26	after	no	4
1304	26	after	no	4
1305	28	after	no	4
1306	28	after	no	4
1307	28	after	no	4
1308	29	after	no	4
1309	29	after	no	4
1310	30	after	no	4
1311	30	after	no	4
1312	30	after	no	4
1313	30	after	no	4
1314	30	after	no	4
1315	30	after	no	4
1316	30	after	no	4
1317	31	after	no	4
1318	31	after	no	4
1319	31	after	no	4
1320	31	after	no	4
1321	31	after	no	4
1322	32	after	no	4
1323	32	after	no	4
1324	32	after	no	4
1325	32	after	no	4
1326	32	after	no	4
1327	32	after	no	4
1328	32	after	no	4
1329	32	after	no	4
1330	32	after	no	4
1331	33	after	no	4
1332	33	after	no	4
1333	33	after	no	4
1334	33	after	no	4
1335	33	after	no	4
1336	33	after	no	4
1337	33	after	no	4
1338	34	after	no	4
1339	34	after	no	4
1340	34	after	no	4
1341	34	after	no	4
1342	34	after	no	4
1343	34	after	no	4
1344	34	after	no	4
1345	35	after	no	4
1346	35	after	no	4
1347	35	after	no	4
1348	35	after	no	4
1349	35	after	no	4
1350	35	after	no	4
1351	36	after	no	4
1352	36	after	no	4
1353	36	after	no	4
1354	36	after	no	4
1355	37	after	no	4
1356	37	after	no	4
1357	37	after	no	4
1358	37	after	no	4
1359	37	after	no	4
1360	37	after	no	4
1361	37	after	no	4
1362	37	after	no	4
1363	38	after	no	4
1364	38	after	no	4
1365	38	after	no	4
1366	38	after	no	4
1367	38	after	no	4
1368	38	after	no	4
1369	39	after	no	4
1370	39	after	no	4
1371	39	after	no	4
1372	39	after	no	4
1373	39	after	no	4
1374	40	after	no	4
1375	40	after	no	4
1376	40	after	no	4
1377	40	after	no	4
1378	41	after	no	4
1379	41	after	no	4
1380	41	after	no	4
1381	41	after	no	4
1382	42	after	no	4
1383	42	after	no	4
1384	43	after	no	4
1385	43	after	no	4
1386	43	after	no	4
1387	43	after	no	4
1388	43	after	no	4
1389	44	after	no	4
1390	44	after	no	4
1391	45	after	no	4
1392	49	after	no	4
1393	49	after	no	4
1394	49	after	no	4
1395	50	after	no	4
1396	50	after	no	4
1397	51	after	no	4
1398	51	after	no	4
1399	54	after	no	4
1400	54	after	no	4
1401	26	pre	yes	5
1402	26	pre	yes	5
1403	26	pre	yes	5
1404	26	pre	yes	5
1405	27	pre	yes	5
1406	30	pre	yes	5
1407	30	pre	yes	5
1408	31	pre	yes	5
1409	31	pre	yes	5
1410	31	pre	yes	5
1411	31	pre	yes	5
1412	31	pre	yes	5
1413	31	pre	yes	5
1414	31	pre	yes	5
1415	31	pre	yes	5
1416	31	pre	yes	5
1417	32	pre	yes	5
1418	32	pre	yes	5
1419	32	pre	yes	5
1420	32	pre	yes	5
1421	32	pre	yes	5
1422	33	pre	yes	5
1423	33	pre	yes	5
1424	33	pre	yes	5
1425	33	pre	yes	5
1426	33	pre	yes	5
1427	33	pre	yes	5
1428	34	pre	yes	5
1429	34	pre	yes	5
1430	34	pre	yes	5
1431	34	pre	yes	5
1432	34	pre	yes	5
1433	34	pre	yes	5
1434	34	pre	yes	5
1435	34	pre	yes	5
1436	34	pre	yes	5
1437	34	pre	yes	5
1438	34	pre	yes	5
1439	34	pre	yes	5
1440	35	pre	yes	5
1441	35	pre	yes	5
1442	36	pre	yes	5
1443	36	pre	yes	5
1444	36	pre	yes	5
1445	36	pre	yes	5
1446	36	pre	yes	5
1447	36	pre	yes	5
1448	36	pre	yes	5
1449	36	pre	yes	5
1450	36	pre	yes	5
1451	36	pre	yes	5
1452	36	pre	yes	5
1453	37	pre	yes	5
1454	37	pre	yes	5
1455	37	pre	yes	5
1456	37	pre	yes	5
1457	37	pre	yes	5
1458	37	pre	yes	5
1459	38	pre	yes	5
1460	38	pre	yes	5
1461	38	pre	yes	5
1462	38	pre	yes	5
1463	38	pre	yes	5
1464	38	pre	yes	5
1465	39	pre	yes	5
1466	39	pre	yes	5
1467	39	pre	yes	5
1468	39	pre	yes	5
1469	39	pre	yes	5
1470	39	pre	yes	5
1471	39	pre	yes	5
1472	39	pre	yes	5
1473	39	pre	yes	5
1474	40	pre	yes	5
1475	40	pre	yes	5
1476	40	pre	yes	5
1477	41	pre	yes	5
1478	41	pre	yes	5
1479	41	pre	yes	5
1480	41	pre	yes	5
1481	42	pre	yes	5
1482	42	pre	yes	5
1483	42	pre	yes	5
1484	42	pre	yes	5
1485	42	pre	yes	5
1486	42	pre	yes	5
1487	42	pre	yes	5
1488	42	pre	yes	5
1489	43	pre	yes	5
1490	43	pre	yes	5
1491	43	pre	yes	5
1492	43	pre	yes	5
1493	43	pre	yes	5
1494	44	pre	yes	5
1495	46	pre	yes	5
1496	46	pre	yes	5
1497	46	pre	yes	5
1498	46	pre	yes	5
1499	46	pre	yes	5
1500	49	pre	yes	5
1501	24	after	yes	5
1502	26	after	yes	5
1503	27	after	yes	5
1504	27	after	yes	5
1505	28	after	yes	5
1506	28	after	yes	5
1507	28	after	yes	5
1508	28	after	yes	5
1509	28	after	yes	5
1510	28	after	yes	5
1511	29	after	yes	5
1512	29	after	yes	5
1513	29	after	yes	5
1514	30	after	yes	5
1515	30	after	yes	5
1516	30	after	yes	5
1517	30	after	yes	5
1518	30	after	yes	5
1519	30	after	yes	5
1520	30	after	yes	5
1521	30	after	yes	5
1522	30	after	yes	5
1523	30	after	yes	5
1524	30	after	yes	5
1525	30	after	yes	5
1526	30	after	yes	5
1527	30	after	yes	5
1528	30	after	yes	5
1529	31	after	yes	5
1530	31	after	yes	5
1531	31	after	yes	5
1532	31	after	yes	5
1533	31	after	yes	5
1534	31	after	yes	5
1535	31	after	yes	5
1536	31	after	yes	5
1537	31	after	yes	5
1538	31	after	yes	5
1539	32	after	yes	5
1540	32	after	yes	5
1541	32	after	yes	5
1542	32	after	yes	5
1543	32	after	yes	5
1544	32	after	yes	5
1545	32	after	yes	5
1546	32	after	yes	5
1547	32	after	yes	5
1548	33	after	yes	5
1549	33	after	yes	5
1550	33	after	yes	5
1551	33	after	yes	5
1552	33	after	yes	5
1553	33	after	yes	5
1554	33	after	yes	5
1555	33	after	yes	5
1556	33	after	yes	5
1557	33	after	yes	5
1558	33	after	yes	5
1559	34	after	yes	5
1560	34	after	yes	5
1561	34	after	yes	5
1562	34	after	yes	5
1563	34	after	yes	5
1564	34	after	yes	5
1565	35	after	yes	5
1566	35	after	yes	5
1567	35	after	yes	5
1568	35	after	yes	5
1569	36	after	yes	5
1570	36	after	yes	5
1571	36	after	yes	5
1572	36	after	yes	5
1573	36	after	yes	5
1574	36	after	yes	5
1575	36	after	yes	5
1576	36	after	yes	5
1577	37	after	yes	5
1578	37	after	yes	5
1579	37	after	yes	5
1580	37	after	yes	5
1581	37	after	yes	5
1582	38	after	yes	5
1583	38	after	yes	5
1584	38	after	yes	5
1585	39	after	yes	5
1586	39	after	yes	5
1587	40	after	yes	5
1588	40	after	yes	5
1589	40	after	yes	5
1590	42	after	yes	5
1591	42	after	yes	5
1592	43	after	yes	5
1593	44	after	yes	5
1594	44	after	yes	5
1595	45	after	yes	5
1596	45	after	yes	5
1597	46	after	yes	5
1598	46	after	yes	5
1599	50	after	yes	5
1600	58	after	yes	5
1601	28	pre	yes	6
1602	28	pre	yes	6
1603	29	pre	yes	6
1604	29	pre	yes	6
1605	33	pre	yes	6
1606	34	pre	yes	6
1607	34	pre	yes	6
1608	34	pre	yes	6
1609	34	pre	yes	6
1610	34	pre	yes	6
1611	34	pre	yes	6
1612	34	pre	yes	6
1613	34	pre	yes	6
1614	34	pre	yes	6
1615	34	pre	yes	6
1616	34	pre	yes	6
1617	35	pre	yes	6
1618	35	pre	yes	6
1619	35	pre	yes	6
1620	36	pre	yes	6
1621	36	pre	yes	6
1622	36	pre	yes	6
1623	36	pre	yes	6
1624	36	pre	yes	6
1625	36	pre	yes	6
1626	37	pre	yes	6
1627	37	pre	yes	6
1628	37	pre	yes	6
1629	38	pre	yes	6
1630	38	pre	yes	6
1631	38	pre	yes	6
1632	38	pre	yes	6
1633	38	pre	yes	6
1634	38	pre	yes	6
1635	39	pre	yes	6
1636	39	pre	yes	6
1637	39	pre	yes	6
1638	39	pre	yes	6
1639	39	pre	yes	6
1640	39	pre	yes	6
1641	39	pre	yes	6
1642	39	pre	yes	6
1643	40	pre	yes	6
1644	40	pre	yes	6
1645	40	pre	yes	6
1646	40	pre	yes	6
1647	40	pre	yes	6
1648	40	pre	yes	6
1649	40	pre	yes	6
1650	40	pre	yes	6
1651	41	pre	yes	6
1652	41	pre	yes	6
1653	41	pre	yes	6
1654	41	pre	yes	6
1655	41	pre	yes	6
1656	41	pre	yes	6
1657	41	pre	yes	6
1658	41	pre	yes	6
1659	41	pre	yes	6
1660	41	pre	yes	6
1661	41	pre	yes	6
1662	42	pre	yes	6
1663	42	pre	yes	6
1664	42	pre	yes	6
1665	42	pre	yes	6
1666	42	pre	yes	6
1667	42	pre	yes	6
1668	42	pre	yes	6
1669	42	pre	yes	6
1670	42	pre	yes	6
1671	42	pre	yes	6
1672	43	pre	yes	6
1673	43	pre	yes	6
1674	43	pre	yes	6
1675	43	pre	yes	6
1676	43	pre	yes	6
1677	43	pre	yes	6
1678	44	pre	yes	6
1679	44	pre	yes	6
1680	44	pre	yes	6
1681	44	pre	yes	6
1682	44	pre	yes	6
1683	45	pre	yes	6
1684	45	pre	yes	6
1685	46	pre	yes	6
1686	46	pre	yes	6
1687	46	pre	yes	6
1688	46	pre	yes	6
1689	46	pre	yes	6
1690	46	pre	yes	6
1691	46	pre	yes	6
1692	47	pre	yes	6
1693	47	pre	yes	6
1694	47	pre	yes	6
1695	47	pre	yes	6
1696	48	pre	yes	6
1697	49	pre	yes	6
1698	49	pre	yes	6
1699	50	pre	yes	6
1700	55	pre	yes	6
1701	26	after	yes	6
1702	26	after	yes	6
1703	26	after	yes	6
1704	26	after	yes	6
1705	27	after	yes	6
1706	27	after	yes	6
1707	27	after	yes	6
1708	27	after	yes	6
1709	27	after	yes	6
1710	28	after	yes	6
1711	28	after	yes	6
1712	28	after	yes	6
1713	28	after	yes	6
1714	28	after	yes	6
1715	28	after	yes	6
1716	29	after	yes	6
1717	29	after	yes	6
1718	29	after	yes	6
1719	29	after	yes	6
1720	30	after	yes	6
1721	30	after	yes	6
1722	30	after	yes	6
1723	30	after	yes	6
1724	30	after	yes	6
1725	30	after	yes	6
1726	30	after	yes	6
1727	30	after	yes	6
1728	30	after	yes	6
1729	30	after	yes	6
1730	30	after	yes	6
1731	30	after	yes	6
1732	30	after	yes	6
1733	31	after	yes	6
1734	31	after	yes	6
1735	31	after	yes	6
1736	31	after	yes	6
1737	32	after	yes	6
1738	32	after	yes	6
1739	32	after	yes	6
1740	32	after	yes	6
1741	32	after	yes	6
1742	32	after	yes	6
1743	32	after	yes	6
1744	32	after	yes	6
1745	32	after	yes	6
1746	33	after	yes	6
1747	33	after	yes	6
1748	33	after	yes	6
1749	33	after	yes	6
1750	33	after	yes	6
1751	33	after	yes	6
1752	33	after	yes	6
1753	33	after	yes	6
1754	34	after	yes	6
1755	34	after	yes	6
1756	34	after	yes	6
1757	34	after	yes	6
1758	34	after	yes	6
1759	34	after	yes	6
1760	34	after	yes	6
1761	34	after	yes	6
1762	34	after	yes	6
1763	35	after	yes	6
1764	35	after	yes	6
1765	35	after	yes	6
1766	35	after	yes	6
1767	35	after	yes	6
1768	35	after	yes	6
1769	35	after	yes	6
1770	35	after	yes	6
1771	35	after	yes	6
1772	36	after	yes	6
1773	36	after	yes	6
1774	36	after	yes	6
1775	36	after	yes	6
1776	36	after	yes	6
1777	36	after	yes	6
1778	37	after	yes	6
1779	37	after	yes	6
1780	37	after	yes	6
1781	37	after	yes	6
1782	37	after	yes	6
1783	37	after	yes	6
1784	38	after	yes	6
1785	38	after	yes	6
1786	38	after	yes	6
1787	39	after	yes	6
1788	39	after	yes	6
1789	39	after	yes	6
1790	39	after	yes	6
1791	39	after	yes	6
1792	40	after	yes	6
1793	40	after	yes	6
1794	41	after	yes	6
1795	42	after	yes	6
1796	42	after	yes	6
1797	42	after	yes	6
1798	42	after	yes	6
1799	43	after	yes	6
1800	44	after	yes	6
1801	28	pre	no	6
1802	29	pre	no	6
1803	30	pre	no	6
1804	30	pre	no	6
1805	31	pre	no	6
1806	31	pre	no	6
1807	32	pre	no	6
1808	32	pre	no	6
1809	32	pre	no	6
1810	32	pre	no	6
1811	33	pre	no	6
1812	34	pre	no	6
1813	34	pre	no	6
1814	34	pre	no	6
1815	34	pre	no	6
1816	34	pre	no	6
1817	35	pre	no	6
1818	35	pre	no	6
1819	35	pre	no	6
1820	35	pre	no	6
1821	35	pre	no	6
1822	35	pre	no	6
1823	35	pre	no	6
1824	36	pre	no	6
1825	36	pre	no	6
1826	36	pre	no	6
1827	36	pre	no	6
1828	36	pre	no	6
1829	36	pre	no	6
1830	36	pre	no	6
1831	37	pre	no	6
1832	37	pre	no	6
1833	37	pre	no	6
1834	37	pre	no	6
1835	37	pre	no	6
1836	37	pre	no	6
1837	37	pre	no	6
1838	37	pre	no	6
1839	37	pre	no	6
1840	38	pre	no	6
1841	38	pre	no	6
1842	38	pre	no	6
1843	38	pre	no	6
1844	38	pre	no	6
1845	38	pre	no	6
1846	38	pre	no	6
1847	38	pre	no	6
1848	38	pre	no	6
1849	38	pre	no	6
1850	38	pre	no	6
1851	39	pre	no	6
1852	39	pre	no	6
1853	39	pre	no	6
1854	39	pre	no	6
1855	39	pre	no	6
1856	39	pre	no	6
1857	39	pre	no	6
1858	39	pre	no	6
1859	40	pre	no	6
1860	40	pre	no	6
1861	40	pre	no	6
1862	40	pre	no	6
1863	40	pre	no	6
1864	40	pre	no	6
1865	40	pre	no	6
1866	40	pre	no	6
1867	40	pre	no	6
1868	40	pre	no	6
1869	40	pre	no	6
1870	41	pre	no	6
1871	41	pre	no	6
1872	41	pre	no	6
1873	41	pre	no	6
1874	41	pre	no	6
1875	42	pre	no	6
1876	42	pre	no	6
1877	42	pre	no	6
1878	42	pre	no	6
1879	42	pre	no	6
1880	43	pre	no	6
1881	43	pre	no	6
1882	43	pre	no	6
1883	43	pre	no	6
1884	43	pre	no	6
1885	43	pre	no	6
1886	43	pre	no	6
1887	43	pre	no	6
1888	44	pre	no	6
1889	44	pre	no	6
1890	44	pre	no	6
1891	44	pre	no	6
1892	44	pre	no	6
1893	45	pre	no	6
1894	46	pre	no	6
1895	47	pre	no	6
1896	48	pre	no	6
1897	48	pre	no	6
1898	50	pre	no	6
1899	51	pre	no	6
1900	51	pre	no	6
1901	30	after	no	6
1902	31	after	no	6
1903	31	after	no	6
1904	32	after	no	6
1905	32	after	no	6
1906	32	after	no	6
1907	33	after	no	6
1908	33	after	no	6
1909	33	after	no	6
1910	34	after	no	6
1911	34	after	no	6
1912	34	after	no	6
1913	34	after	no	6
1914	34	after	no	6
1915	34	after	no	6
1916	34	after	no	6
1917	34	after	no	6
1918	35	after	no	6
1919	35	after	no	6
1920	35	after	no	6
1921	35	after	no	6
1922	35	after	no	6
1923	35	after	no	6
1924	36	after	no	6
1925	36	after	no	6
1926	36	after	no	6
1927	36	after	no	6
1928	36	after	no	6
1929	36	after	no	6
1930	36	after	no	6
1931	36	after	no	6
1932	36	after	no	6
1933	36	after	no	6
1934	36	after	no	6
1935	36	after	no	6
1936	37	after	no	6
1937	37	after	no	6
1938	37	after	no	6
1939	37	after	no	6
1940	37	after	no	6
1941	37	after	no	6
1942	37	after	no	6
1943	37	after	no	6
1944	38	after	no	6
1945	38	after	no	6
1946	38	after	no	6
1947	38	after	no	6
1948	38	after	no	6
1949	38	after	no	6
1950	38	after	no	6
1951	38	after	no	6
1952	38	after	no	6
1953	38	after	no	6
1954	38	after	no	6
1955	38	after	no	6
1956	38	after	no	6
1957	39	after	no	6
1958	39	after	no	6
1959	39	after	no	6
1960	39	after	no	6
1961	39	after	no	6
1962	40	after	no	6
1963	40	after	no	6
1964	40	after	no	6
1965	40	after	no	6
1966	40	after	no	6
1967	40	after	no	6
1968	40	after	no	6
1969	40	after	no	6
1970	40	after	no	6
1971	40	after	no	6
1972	40	after	no	6
1973	41	after	no	6
1974	41	after	no	6
1975	41	after	no	6
1976	41	after	no	6
1977	41	after	no	6
1978	41	after	no	6
1979	41	after	no	6
1980	41	after	no	6
1981	41	after	no	6
1982	41	after	no	6
1983	42	after	no	6
1984	42	after	no	6
1985	42	after	no	6
1986	43	after	no	6
1987	43	after	no	6
1988	43	after	no	6
1989	44	after	no	6
1990	46	after	no	6
1991	46	after	no	6
1992	47	after	no	6
1993	47	after	no	6
1994	47	after	no	6
1995	50	after	no	6
1996	51	after	no	6
1997	51	after	no	6
1998	51	after	no	6
1999	54	after	no	6
2000	54	after	no	6
2001	22	pre	yes	7
2002	22	pre	yes	7
2003	22	pre	yes	7
2004	24	pre	yes	7
2005	24	pre	yes	7
2006	24	pre	yes	7
2007	24	pre	yes	7
2008	24	pre	yes	7
2009	24	pre	yes	7
2010	25	pre	yes	7
2011	25	pre	yes	7
2012	25	pre	yes	7
2013	26	pre	yes	7
2014	26	pre	yes	7
2015	26	pre	yes	7
2016	26	pre	yes	7
2017	26	pre	yes	7
2018	26	pre	yes	7
2019	26	pre	yes	7
2020	26	pre	yes	7
2021	26	pre	yes	7
2022	26	pre	yes	7
2023	26	pre	yes	7
2024	27	pre	yes	7
2025	27	pre	yes	7
2026	27	pre	yes	7
2027	27	pre	yes	7
2028	27	pre	yes	7
2029	27	pre	yes	7
2030	27	pre	yes	7
2031	28	pre	yes	7
2032	28	pre	yes	7
2033	28	pre	yes	7
2034	28	pre	yes	7
2035	28	pre	yes	7
2036	28	pre	yes	7
2037	28	pre	yes	7
2038	28	pre	yes	7
2039	28	pre	yes	7
2040	28	pre	yes	7
2041	28	pre	yes	7
2042	28	pre	yes	7
2043	29	pre	yes	7
2044	29	pre	yes	7
2045	29	pre	yes	7
2046	29	pre	yes	7
2047	29	pre	yes	7
2048	29	pre	yes	7
2049	29	pre	yes	7
2050	29	pre	yes	7
2051	29	pre	yes	7
2052	30	pre	yes	7
2053	30	pre	yes	7
2054	30	pre	yes	7
2055	30	pre	yes	7
2056	30	pre	yes	7
2057	30	pre	yes	7
2058	30	pre	yes	7
2059	30	pre	yes	7
2060	31	pre	yes	7
2061	31	pre	yes	7
2062	31	pre	yes	7
2063	31	pre	yes	7
2064	31	pre	yes	7
2065	31	pre	yes	7
2066	31	pre	yes	7
2067	31	pre	yes	7
2068	32	pre	yes	7
2069	32	pre	yes	7
2070	32	pre	yes	7
2071	32	pre	yes	7
2072	32	pre	yes	7
2073	32	pre	yes	7
2074	33	pre	yes	7
2075	33	pre	yes	7
2076	33	pre	yes	7
2077	33	pre	yes	7
2078	33	pre	yes	7
2079	34	pre	yes	7
2080	34	pre	yes	7
2081	34	pre	yes	7
2082	34	pre	yes	7
2083	34	pre	yes	7
2084	34	pre	yes	7
2085	34	pre	yes	7
2086	34	pre	yes	7
2087	35	pre	yes	7
2088	35	pre	yes	7
2089	35	pre	yes	7
2090	35	pre	yes	7
2091	35	pre	yes	7
2092	36	pre	yes	7
2093	36	pre	yes	7
2094	36	pre	yes	7
2095	36	pre	yes	7
2096	37	pre	yes	7
2097	37	pre	yes	7
2098	38	pre	yes	7
2099	38	pre	yes	7
2100	43	pre	yes	7
2101	19	after	yes	7
2102	20	after	yes	7
2103	21	after	yes	7
2104	21	after	yes	7
2105	22	after	yes	7
2106	22	after	yes	7
2107	22	after	yes	7
2108	23	after	yes	7
2109	23	after	yes	7
2110	23	after	yes	7
2111	23	after	yes	7
2112	23	after	yes	7
2113	24	after	yes	7
2114	24	after	yes	7
2115	24	after	yes	7
2116	24	after	yes	7
2117	24	after	yes	7
2118	24	after	yes	7
2119	24	after	yes	7
2120	24	after	yes	7
2121	24	after	yes	7
2122	24	after	yes	7
2123	25	after	yes	7
2124	25	after	yes	7
2125	25	after	yes	7
2126	25	after	yes	7
2127	25	after	yes	7
2128	25	after	yes	7
2129	26	after	yes	7
2130	26	after	yes	7
2131	26	after	yes	7
2132	26	after	yes	7
2133	26	after	yes	7
2134	26	after	yes	7
2135	26	after	yes	7
2136	26	after	yes	7
2137	26	after	yes	7
2138	26	after	yes	7
2139	26	after	yes	7
2140	26	after	yes	7
2141	27	after	yes	7
2142	27	after	yes	7
2143	27	after	yes	7
2144	27	after	yes	7
2145	27	after	yes	7
2146	27	after	yes	7
2147	28	after	yes	7
2148	28	after	yes	7
2149	28	after	yes	7
2150	28	after	yes	7
2151	28	after	yes	7
2152	28	after	yes	7
2153	28	after	yes	7
2154	28	after	yes	7
2155	28	after	yes	7
2156	28	after	yes	7
2157	28	after	yes	7
2158	28	after	yes	7
2159	28	after	yes	7
2160	28	after	yes	7
2161	28	after	yes	7
2162	28	after	yes	7
2163	29	after	yes	7
2164	29	after	yes	7
2165	29	after	yes	7
2166	29	after	yes	7
2167	29	after	yes	7
2168	29	after	yes	7
2169	29	after	yes	7
2170	29	after	yes	7
2171	29	after	yes	7
2172	29	after	yes	7
2173	30	after	yes	7
2174	30	after	yes	7
2175	30	after	yes	7
2176	30	after	yes	7
2177	30	after	yes	7
2178	30	after	yes	7
2179	30	after	yes	7
2180	31	after	yes	7
2181	31	after	yes	7
2182	32	after	yes	7
2183	32	after	yes	7
2184	32	after	yes	7
2185	32	after	yes	7
2186	32	after	yes	7
2187	32	after	yes	7
2188	32	after	yes	7
2189	33	after	yes	7
2190	33	after	yes	7
2191	34	after	yes	7
2192	34	after	yes	7
2193	34	after	yes	7
2194	34	after	yes	7
2195	34	after	yes	7
2196	34	after	yes	7
2197	36	after	yes	7
2198	36	after	yes	7
2199	36	after	yes	7
2200	37	after	yes	7
2201	32	pre	no	7
2202	34	pre	no	7
2203	34	pre	no	7
2204	34	pre	no	7
2205	34	pre	no	7
2206	34	pre	no	7
2207	35	pre	no	7
2208	36	pre	no	7
2209	36	pre	no	7
2210	37	pre	no	7
2211	37	pre	no	7
2212	37	pre	no	7
2213	37	pre	no	7
2214	37	pre	no	7
2215	38	pre	no	7
2216	38	pre	no	7
2217	38	pre	no	7
2218	38	pre	no	7
2219	38	pre	no	7
2220	38	pre	no	7
2221	38	pre	no	7
2222	38	pre	no	7
2223	38	pre	no	7
2224	38	pre	no	7
2225	38	pre	no	7
2226	38	pre	no	7
2227	38	pre	no	7
2228	38	pre	no	7
2229	39	pre	no	7
2230	39	pre	no	7
2231	39	pre	no	7
2232	40	pre	no	7
2233	40	pre	no	7
2234	40	pre	no	7
2235	40	pre	no	7
2236	40	pre	no	7
2237	40	pre	no	7
2238	40	pre	no	7
2239	40	pre	no	7
2240	40	pre	no	7
2241	40	pre	no	7
2242	40	pre	no	7
2243	41	pre	no	7
2244	41	pre	no	7
2245	41	pre	no	7
2246	41	pre	no	7
2247	41	pre	no	7
2248	42	pre	no	7
2249	42	pre	no	7
2250	42	pre	no	7
2251	42	pre	no	7
2252	42	pre	no	7
2253	42	pre	no	7
2254	42	pre	no	7
2255	43	pre	no	7
2256	43	pre	no	7
2257	43	pre	no	7
2258	43	pre	no	7
2259	43	pre	no	7
2260	44	pre	no	7
2261	44	pre	no	7
2262	44	pre	no	7
2263	44	pre	no	7
2264	44	pre	no	7
2265	44	pre	no	7
2266	44	pre	no	7
2267	44	pre	no	7
2268	45	pre	no	7
2269	45	pre	no	7
2270	45	pre	no	7
2271	45	pre	no	7
2272	45	pre	no	7
2273	45	pre	no	7
2274	45	pre	no	7
2275	45	pre	no	7
2276	45	pre	no	7
2277	45	pre	no	7
2278	45	pre	no	7
2279	46	pre	no	7
2280	46	pre	no	7
2281	46	pre	no	7
2282	46	pre	no	7
2283	46	pre	no	7
2284	46	pre	no	7
2285	47	pre	no	7
2286	47	pre	no	7
2287	47	pre	no	7
2288	47	pre	no	7
2289	48	pre	no	7
2290	48	pre	no	7
2291	48	pre	no	7
2292	48	pre	no	7
2293	48	pre	no	7
2294	48	pre	no	7
2295	49	pre	no	7
2296	51	pre	no	7
2297	53	pre	no	7
2298	54	pre	no	7
2299	55	pre	no	7
2300	56	pre	no	7
2301	31	after	no	7
2302	32	after	no	7
2303	33	after	no	7
2304	33	after	no	7
2305	33	after	no	7
2306	33	after	no	7
2307	35	after	no	7
2308	35	after	no	7
2309	35	after	no	7
2310	36	after	no	7
2311	36	after	no	7
2312	36	after	no	7
2313	36	after	no	7
2314	36	after	no	7
2315	37	after	no	7
2316	37	after	no	7
2317	37	after	no	7
2318	38	after	no	7
2319	38	after	no	7
2320	38	after	no	7
2321	38	after	no	7
2322	38	after	no	7
2323	38	after	no	7
2324	38	after	no	7
2325	39	after	no	7
2326	39	after	no	7
2327	40	after	no	7
2328	40	after	no	7
2329	40	after	no	7
2330	40	after	no	7
2331	40	after	no	7
2332	40	after	no	7
2333	40	after	no	7
2334	40	after	no	7
2335	41	after	no	7
2336	41	after	no	7
2337	41	after	no	7
2338	41	after	no	7
2339	41	after	no	7
2340	41	after	no	7
2341	42	after	no	7
2342	42	after	no	7
2343	42	after	no	7
2344	42	after	no	7
2345	42	after	no	7
2346	42	after	no	7
2347	42	after	no	7
2348	42	after	no	7
2349	42	after	no	7
2350	43	after	no	7
2351	43	after	no	7
2352	43	after	no	7
2353	43	after	no	7
2354	43	after	no	7
2355	43	after	no	7
2356	43	after	no	7
2357	43	after	no	7
2358	43	after	no	7
2359	43	after	no	7
2360	43	after	no	7
2361	43	after	no	7
2362	43	after	no	7
2363	44	after	no	7
2364	44	after	no	7
2365	44	after	no	7
2366	44	after	no	7
2367	44	after	no	7
2368	45	after	no	7
2369	45	after	no	7
2370	45	after	no	7
2371	45	after	no	7
2372	45	after	no	7
2373	45	after	no	7
2374	45	after	no	7
2375	46	after	no	7
2376	46	after	no	7
2377	46	after	no	7
2378	46	after	no	7
2379	46	after	no	7
2380	46	after	no	7
2381	46	after	no	7
2382	46	after	no	7
2383	46	after	no	7
2384	46	after	no	7
2385	47	after	no	7
2386	47	after	no	7
2387	47	after	no	7
2388	47	after	no	7
2389	48	after	no	7
2390	48	after	no	7
2391	49	after	no	7
2392	49	after	no	7
2393	49	after	no	7
2394	49	after	no	7
2395	49	after	no	7
